Usage (kWh),TimeOfDay,VoltageFluctuations,NumberOfResidents,ApplianceCount,IndustrialAreaNearby,PreviousTheftHistory,AverageDailyUsage,BillPaymentDelay (days),UnusualUsageSpike,Theft
497,3,1,6,13,1,1,39,33,1,1
227,4,2,8,8,0,1,32,54,1,1
176,1,1,2,18,1,0,10,26,0,0
151,2,1,4,8,0,0,40,71,1,1
345,2,3,2,8,0,1,45,73,0,1
82,4,3,5,5,1,1,14,69,1,1
254,2,0,2,25,1,1,43,57,0,0
297,4,0,10,24,1,0,34,59,1,0
458,2,3,3,19,0,0,47,66,1,1
75,1,0,5,22,0,0,18,74,1,1
230,2,2,7,22,0,0,48,26,0,0
248,4,0,9,12,0,1,20,31,0,0
436,1,3,3,22,0,0,48,58,1,0
168,3,0,7,23,0,1,23,29,1,1
402,3,0,10,8,0,1,27,29,1,1
91,4,3,5,8,0,1,19,21,1,1
262,1,3,10,13,0,0,13,12,0,0
397,2,2,1,17,0,1,18,31,1,1
318,3,0,7,14,0,0,47,7,1,0
486,4,0,1,7,0,1,41,56,1,1
300,3,3,8,22,1,1,27,56,1,1
63,3,3,1,21,1,0,24,0,1,0
148,2,1,3,22,1,0,42,51,1,0
396,1,3,7,23,0,1,15,34,1,1
462,1,2,4,6,1,1,49,54,1,1
404,4,2,2,16,0,0,47,54,1,0
60,3,1,6,16,1,1,12,2,1,1
490,4,1,5,15,1,1,47,60,1,1
398,2,2,7,21,1,0,49,34,0,0
253,3,1,5,19,1,0,46,37,0,0
423,4,1,9,7,1,1,12,61,1,1
294,1,0,5,19,1,1,14,23,1,1
463,3,3,5,5,0,1,17,85,1,1
270,3,2,9,7,0,0,32,18,0,0
362,4,1,10,13,0,0,22,85,0,0
68,4,2,6,9,0,1,38,72,0,1
168,4,1,7,9,1,0,40,53,1,0
256,4,2,1,9,1,0,16,33,1,0
96,2,3,3,23,0,1,15,67,1,1
88,2,1,8,8,0,0,23,47,1,0
453,4,2,5,10,1,1,12,50,1,1
117,4,0,9,8,1,0,41,38,0,0
402,1,2,3,17,1,1,46,43,1,1
149,4,1,2,24,0,1,42,22,0,0
426,1,1,3,19,0,0,47,68,1,1
327,2,3,2,11,1,0,30,0,1,0
273,2,0,9,6,1,0,13,22,0,0
319,4,2,5,12,0,0,21,72,0,0
217,2,3,3,16,1,0,50,73,0,0
114,4,1,8,19,0,1,15,58,0,0
388,1,0,6,7,1,1,35,32,0,0
490,3,3,2,14,0,0,30,79,1,1
82,2,1,6,8,0,0,29,89,0,0
191,4,2,6,10,0,0,43,52,1,0
175,2,1,2,15,0,1,45,37,1,1
402,4,2,2,24,1,1,28,78,1,1
482,1,0,2,17,0,1,23,84,1,1
152,3,2,5,11,1,0,16,85,1,1
408,2,1,7,6,1,1,12,73,1,1
207,3,1,8,12,0,1,19,42,1,1
479,2,0,1,10,0,0,13,45,1,0
387,4,0,10,6,1,0,43,87,1,1
100,3,2,9,19,1,1,34,85,0,1
475,1,1,6,12,0,0,40,52,1,0
129,4,2,5,7,1,0,13,78,0,0
413,4,2,9,19,0,1,47,59,1,1
270,1,2,8,21,1,1,21,21,1,1
278,4,1,8,20,1,0,37,52,1,0
63,3,2,4,14,1,0,28,38,0,0
192,2,0,3,5,0,1,41,51,0,0
302,3,0,1,6,1,1,32,45,0,0
311,3,1,5,21,1,0,45,49,1,0
255,1,2,10,6,0,1,36,5,0,0
241,2,3,7,13,0,1,17,24,0,0
170,4,3,10,17,0,0,41,33,1,0
409,4,2,8,16,1,0,29,82,1,1
469,1,1,6,20,1,1,23,81,1,1
342,4,3,6,23,1,1,48,36,1,1
234,3,3,6,16,0,0,45,72,1,1
276,2,3,3,13,0,0,17,77,1,1
250,4,0,2,19,1,0,31,10,0,0
475,4,2,5,19,1,0,26,60,1,0
341,1,2,1,6,1,0,33,64,0,0
263,3,0,9,5,1,0,27,58,1,0
436,1,2,5,7,0,0,50,79,1,1
387,4,2,9,13,1,1,11,47,1,1
72,4,3,1,21,0,0,39,44,0,0
460,3,0,3,6,1,0,21,78,1,1
201,3,2,10,22,0,1,32,12,1,1
189,1,1,9,23,0,0,49,23,0,0
108,2,1,4,25,0,1,14,69,1,1
277,4,2,9,16,0,1,36,37,1,1
439,1,0,2,17,0,0,10,34,1,0
71,1,1,10,13,0,1,35,89,1,1
372,3,2,5,19,0,1,31,2,0,0
353,4,0,5,11,0,1,19,70,0,1
181,1,1,1,11,1,1,37,26,0,0
395,1,2,7,25,1,0,10,59,1,0
223,4,2,4,18,1,0,44,63,0,0
312,1,0,9,8,0,1,17,76,1,1
362,2,0,9,17,0,1,28,72,1,1
311,3,2,4,12,1,1,25,31,0,0
406,1,2,10,15,1,0,21,79,1,1
450,4,2,10,23,1,0,41,65,1,1
298,4,3,3,9,0,0,33,39,1,0
462,3,3,2,23,1,1,12,43,1,1
166,4,2,6,18,0,0,34,11,0,0
87,2,2,8,22,0,1,19,29,1,1
354,2,2,10,5,0,1,13,50,0,0
416,4,0,2,20,1,0,38,27,1,0
319,1,1,4,23,0,1,11,55,1,1
331,4,0,1,16,0,0,31,88,1,1
399,1,1,7,16,0,1,34,81,1,1
452,4,1,8,11,0,1,12,80,1,1
165,2,0,5,25,1,0,45,10,0,0
385,3,1,10,15,0,0,36,26,1,0
349,2,3,2,11,1,1,38,81,1,1
300,2,0,7,17,1,0,11,89,1,1
463,1,2,2,15,0,1,18,68,1,1
160,4,3,4,15,1,1,33,4,0,0
140,2,2,3,11,1,0,21,84,0,0
350,4,0,2,13,0,0,49,75,1,1
105,3,0,9,21,0,0,27,25,1,0
169,4,1,3,19,1,0,19,84,1,1
365,4,1,5,15,1,1,14,11,1,1
238,4,1,3,15,0,1,16,26,1,1
87,4,3,5,15,0,0,44,42,1,0
144,2,2,7,14,1,1,27,88,1,1
179,3,3,6,21,0,0,29,87,1,1
285,3,0,8,12,0,1,37,42,0,0
133,4,2,5,23,0,0,33,37,1,0
103,4,3,5,13,0,1,23,14,1,1
143,1,3,4,17,0,0,50,53,0,0
359,3,3,5,15,0,0,50,55,0,0
217,1,0,10,16,0,0,50,53,1,0
289,1,3,1,7,0,0,41,2,0,0
257,1,1,3,15,0,1,13,17,0,0
202,3,1,10,11,0,0,26,9,0,0
214,1,3,9,24,0,0,23,73,0,0
103,4,0,3,6,1,1,48,17,1,1
244,1,0,6,14,0,0,42,27,0,0
133,4,2,1,18,1,0,37,68,1,1
141,3,3,3,19,0,0,47,33,1,0
381,4,3,7,18,0,1,31,62,1,1
122,2,0,1,15,1,0,25,37,1,0
279,1,2,1,12,0,1,43,87,0,1
94,4,0,7,25,0,1,45,11,1,1
359,4,0,4,10,0,1,30,46,1,1
197,4,2,2,24,1,0,32,81,1,1
73,3,1,4,11,0,0,17,29,1,0
347,4,2,2,22,0,0,49,42,0,0
294,3,3,7,25,0,1,19,44,0,0
328,4,3,2,24,1,0,35,60,1,0
364,3,2,4,19,0,0,28,70,1,1
57,2,1,3,14,1,1,24,74,0,1
480,2,2,1,11,1,0,19,48,1,0
427,4,0,7,25,1,0,33,17,1,0
238,2,1,6,16,0,1,33,39,1,1
190,2,1,6,21,1,1,32,41,0,0
247,2,0,2,15,1,0,33,57,0,0
196,2,3,3,11,0,0,33,43,0,0
209,4,3,4,10,1,1,34,39,0,0
68,1,3,8,5,1,1,35,39,0,0
362,2,3,5,17,1,1,47,11,1,1
191,4,2,8,22,0,1,26,26,0,0
276,2,3,9,6,0,0,42,78,0,0
94,2,2,7,23,0,0,25,84,0,0
314,2,0,2,6,1,0,15,28,0,0
387,3,1,9,14,0,0,27,18,0,0
383,4,1,10,5,0,0,48,36,1,0
262,1,1,10,23,0,0,16,30,0,0
479,4,2,1,7,0,0,44,36,1,0
386,1,0,8,21,0,0,11,26,1,0
463,2,3,7,13,0,0,16,81,1,1
289,1,2,3,7,1,1,17,62,0,1
357,2,2,1,6,1,1,40,28,1,1
87,3,2,4,15,1,0,22,18,0,0
163,2,3,8,9,1,0,20,35,0,0
223,1,1,7,7,0,1,34,10,1,1
408,2,2,4,21,0,0,18,73,1,1
160,1,2,4,5,1,0,37,4,0,0
216,3,1,10,24,0,1,12,30,1,1
97,4,3,10,25,1,0,50,83,0,0
144,1,1,3,8,0,1,42,26,1,1
152,3,1,5,25,0,1,43,29,0,0
464,3,2,10,13,1,1,36,75,1,1
464,2,1,6,16,1,0,22,50,1,0
156,4,0,8,25,0,0,18,43,1,0
388,4,2,5,24,1,0,40,6,0,0
455,1,1,1,18,1,0,48,36,1,0
198,4,3,2,13,1,0,19,12,1,0
281,2,2,3,12,0,0,47,48,0,0
230,1,1,9,11,1,0,41,76,1,1
350,3,1,3,8,0,0,42,40,1,0
343,1,1,7,16,1,0,25,39,1,0
99,4,0,3,10,0,1,22,24,0,0
480,4,2,1,10,0,1,10,50,1,1
154,3,2,8,8,0,0,16,61,0,0
201,2,3,6,20,1,1,32,34,0,0
258,1,0,9,6,1,1,22,8,0,0
183,3,3,6,16,0,1,37,70,1,1
385,3,2,6,10,1,1,41,84,0,1
440,2,2,2,21,1,0,29,52,1,0
362,3,1,10,5,1,1,25,77,0,1
435,2,2,7,11,1,0,21,15,1,0
76,4,2,9,25,1,1,27,30,1,1
377,3,2,3,25,1,1,29,41,1,1
359,1,2,9,20,0,0,15,60,0,0
212,4,2,8,14,0,1,40,28,0,0
248,3,2,8,21,0,1,42,71,0,1
203,3,2,2,22,1,1,19,79,0,1
387,2,0,1,17,0,1,36,67,0,1
476,3,1,8,19,1,0,32,7,1,0
211,3,0,10,19,0,1,50,21,0,0
287,4,2,7,11,0,0,36,89,1,1
169,1,1,3,20,1,1,14,39,1,1
89,4,3,1,12,0,0,35,20,0,0
260,4,0,1,8,1,1,36,74,0,1
326,3,2,4,16,1,0,35,72,0,0
106,4,2,7,21,1,0,26,79,0,0
327,4,0,6,22,1,1,17,52,1,1
328,3,1,4,20,0,0,42,76,0,0
83,2,2,4,21,1,0,28,12,0,0
128,4,0,6,25,1,1,16,24,1,1
348,4,2,9,5,0,1,39,24,1,1
460,3,1,4,11,0,1,22,78,1,1
311,3,3,3,23,1,0,10,34,1,0
270,1,2,9,17,0,1,21,5,1,1
200,4,1,6,14,1,1,16,81,1,1
445,4,0,7,7,1,1,41,66,1,1
357,4,2,5,25,1,0,12,58,0,0
66,4,0,1,15,0,0,44,30,1,0
266,2,3,8,8,0,0,20,26,1,0
345,3,0,1,19,1,1,10,4,0,0
185,2,2,5,8,0,0,12,55,1,0
85,4,2,4,17,1,1,43,23,1,1
324,2,2,6,8,1,0,18,67,0,0
428,3,2,8,24,0,1,48,38,1,1
129,1,2,5,19,1,0,44,33,1,0
398,3,0,1,6,1,1,14,27,1,1
433,3,1,7,20,0,0,11,85,1,1
274,4,2,6,25,0,1,20,24,0,0
330,2,0,6,22,1,1,37,59,1,1
336,2,0,2,11,1,0,24,40,1,0
441,1,3,8,5,1,0,23,52,1,0
440,2,2,8,24,1,0,25,39,1,0
444,4,1,2,15,1,1,48,6,1,1
60,4,2,3,15,1,1,50,33,1,1
146,1,1,6,10,0,0,43,38,0,0
380,2,3,9,20,1,0,48,64,1,1
318,2,1,3,10,0,1,45,61,0,1
485,4,3,1,21,1,0,29,41,1,0
280,3,0,8,17,1,0,44,37,1,0
155,2,3,9,14,1,0,47,55,0,0
196,4,3,6,10,0,0,50,16,0,0
481,1,2,7,14,1,0,22,60,1,0
152,3,2,10,9,0,0,48,60,1,0
224,1,3,8,15,0,0,50,77,0,0
350,4,1,2,18,0,0,24,71,1,1
359,4,2,2,14,1,0,37,48,1,0
471,3,1,3,17,0,1,35,38,1,1
167,2,3,8,22,1,1,28,12,0,0
100,2,1,5,22,1,1,17,7,1,1
184,4,1,1,20,1,1,36,73,1,1
487,3,3,7,22,1,1,12,22,1,1
52,3,3,6,8,1,1,23,52,1,1
121,1,2,8,22,1,0,50,38,0,0
318,4,2,5,20,1,1,24,24,0,0
296,4,3,10,25,1,0,27,78,0,0
346,2,0,4,22,0,0,27,77,0,0
226,2,3,9,25,1,1,47,60,0,0
147,4,3,1,8,0,0,31,23,1,0
59,4,2,5,20,0,0,38,3,0,0
110,2,2,10,18,0,1,18,52,1,1
103,4,2,8,23,0,0,39,29,1,0
412,2,1,5,24,0,0,13,87,1,1
290,2,1,1,11,1,0,50,52,1,0
53,2,2,2,24,0,0,14,10,0,0
313,2,1,10,12,1,0,46,45,0,0
460,1,2,2,10,1,0,17,72,1,1
259,4,1,3,12,0,1,27,19,1,1
487,2,2,5,17,0,0,33,46,1,0
366,4,0,2,20,0,1,40,53,1,1
305,3,3,1,16,1,1,48,18,1,1
321,4,1,10,19,0,1,11,62,1,1
331,2,3,10,21,0,0,14,25,0,0
458,4,2,3,9,0,0,23,23,1,0
367,4,1,3,20,1,1,12,89,1,1
460,3,0,9,12,0,0,21,3,1,0
153,2,3,7,24,1,0,10,84,1,1
80,3,2,8,8,0,1,30,29,1,1
125,4,3,1,7,0,0,27,67,0,0
143,2,3,5,21,0,0,36,60,0,0
129,4,1,4,21,1,0,15,59,1,0
205,3,2,8,5,1,1,20,56,1,1
371,2,3,1,23,1,1,23,29,0,0
490,1,3,8,7,1,1,32,61,1,1
349,1,0,3,20,1,0,16,25,1,0
224,2,3,1,11,0,0,45,35,0,0
158,2,2,6,14,1,1,37,17,1,1
185,3,1,5,20,1,1,20,32,1,1
347,2,3,8,16,1,1,29,62,0,1
376,4,1,1,5,1,0,28,35,0,0
358,1,1,1,12,1,1,15,65,0,1
190,4,1,6,10,0,1,34,53,0,0
94,3,2,6,5,0,1,42,80,1,1
386,1,3,8,8,0,0,41,52,1,0
436,4,1,10,5,1,1,19,38,1,1
124,1,0,9,7,0,0,10,90,0,0
181,1,0,10,11,0,1,27,74,0,1
112,4,3,9,20,0,1,14,77,1,1
490,3,1,1,11,1,1,35,52,1,1
272,4,3,5,6,0,1,41,22,0,0
236,3,2,9,10,1,0,21,16,1,0
252,2,3,10,12,0,1,23,16,1,1
116,2,2,2,23,1,1,47,20,1,1
369,4,2,4,25,1,1,42,48,1,1
386,4,1,3,21,1,0,35,66,0,0
333,2,1,9,25,0,1,41,65,1,1
368,1,3,4,24,1,1,25,36,1,1
271,2,1,9,24,0,1,14,29,0,0
240,1,3,6,17,0,1,33,77,0,1
363,4,3,4,18,0,1,45,14,0,0
207,2,0,8,17,0,1,38,33,1,1
458,2,2,8,24,0,1,16,71,1,1
112,2,1,4,5,1,0,28,18,1,0
297,1,1,3,23,0,1,32,57,1,1
409,4,2,5,10,0,0,25,20,1,0
271,2,0,1,12,0,0,32,63,1,1
207,2,1,5,10,0,1,17,36,0,0
398,1,2,7,15,1,0,28,13,1,0
282,1,0,1,18,1,1,10,75,1,1
187,3,0,10,9,1,1,42,71,0,1
381,4,3,3,17,1,1,18,53,0,0
250,3,0,10,13,0,0,22,78,0,0
206,1,1,7,7,1,1,38,44,0,0
359,3,0,1,8,1,0,34,31,0,0
381,4,1,7,18,1,1,44,28,1,1
286,1,2,4,22,1,0,24,46,0,0
373,2,3,3,21,1,1,13,27,1,1
435,1,3,3,5,1,1,26,35,1,1
53,3,2,9,17,0,1,16,61,0,1
133,2,0,8,16,0,1,12,53,0,0
90,1,0,8,24,0,1,50,54,1,1
112,3,2,9,9,1,0,47,65,1,1
262,1,3,5,23,1,1,38,37,1,1
412,2,0,9,10,1,1,33,59,1,1
359,3,1,5,25,0,0,23,25,0,0
373,2,3,6,5,1,1,14,82,1,1
140,1,3,7,12,0,0,48,26,0,0
249,4,0,4,5,1,1,10,16,1,1
211,3,3,8,11,0,1,40,2,1,1
348,4,2,6,21,0,1,25,80,0,1
346,3,0,1,13,1,1,50,49,1,1
169,3,2,5,5,1,0,44,60,0,0
275,1,2,3,10,1,1,38,61,1,1
134,3,2,3,25,1,1,35,63,1,1
445,4,0,7,11,0,0,38,6,1,0
236,3,2,4,12,0,1,29,50,0,0
90,2,3,6,15,1,1,36,83,0,1
309,2,0,10,6,0,0,30,42,1,0
100,4,3,6,21,0,1,32,73,0,1
128,1,1,7,5,1,0,28,54,1,0
340,3,0,9,7,1,1,45,30,0,0
407,2,2,1,24,0,0,11,80,1,1
433,2,3,1,17,0,0,24,54,1,0
153,3,1,2,18,1,1,30,66,0,1
162,3,1,8,6,1,1,10,0,1,1
178,1,1,6,10,1,1,30,65,1,1
218,1,1,1,9,0,0,21,68,0,0
226,2,1,3,18,1,1,45,18,1,1
130,3,0,10,8,1,1,46,14,0,0
407,4,3,9,22,0,0,23,56,1,0
337,1,0,9,23,0,0,31,51,1,0
374,3,2,9,21,1,1,26,9,1,1
379,2,1,1,8,1,0,37,58,0,0
432,4,0,1,19,1,0,27,16,1,0
64,2,1,4,6,1,0,16,6,0,0
51,2,3,10,16,0,1,47,30,1,1
144,4,3,3,7,1,0,44,43,1,0
455,2,0,6,21,0,1,29,89,1,1
82,1,2,3,23,0,0,42,38,0,0
323,4,3,9,22,0,0,15,23,1,0
355,2,2,9,21,0,0,49,80,1,1
314,4,2,1,12,0,0,46,11,0,0
414,2,2,4,15,1,0,21,5,1,0
491,4,0,8,10,1,1,24,38,1,1
330,3,1,5,17,1,0,23,25,1,0
361,3,1,8,21,1,0,44,57,0,0
236,3,0,5,17,0,0,48,38,1,0
322,2,0,1,24,0,1,49,8,0,0
66,1,0,3,8,0,0,44,79,0,0
325,1,2,5,11,1,1,16,9,1,1
221,4,1,6,8,1,1,41,59,0,0
269,2,1,2,18,1,0,18,64,0,0
373,1,0,5,22,1,1,15,61,1,1
111,1,3,10,14,0,0,36,81,1,1
310,4,1,1,6,0,1,22,8,0,0
435,1,1,4,14,0,0,50,16,1,0
356,3,2,1,23,1,1,43,23,0,0
190,1,3,3,10,1,0,34,77,1,1
143,4,2,6,24,0,1,44,19,0,0
56,4,2,6,12,1,0,32,38,1,0
479,2,1,1,15,1,1,41,64,1,1
80,2,2,9,9,1,0,41,56,1,0
310,2,3,3,19,0,0,46,11,0,0
442,3,1,7,8,1,0,20,2,1,0
258,3,1,10,16,0,1,40,28,1,1
326,1,0,10,17,1,0,43,42,1,0
130,3,1,7,24,0,0,16,80,0,0
217,1,0,10,25,0,0,13,53,1,0
283,4,3,10,22,0,0,34,23,0,0
467,4,2,4,9,1,1,43,56,1,1
157,3,0,7,14,1,0,45,61,1,1
97,3,0,4,20,1,0,30,47,1,0
140,3,2,2,24,1,0,11,10,0,0
105,4,2,5,22,0,0,47,10,0,0
385,4,0,3,19,1,1,11,19,0,0
412,3,1,5,23,1,1,45,31,1,1
485,3,1,10,5,1,1,32,39,1,1
270,4,0,10,22,1,0,12,23,1,0
169,4,0,10,13,1,0,39,55,1,0
356,1,2,4,14,1,0,26,44,0,0
495,1,2,3,24,1,1,35,17,1,1
463,3,2,9,23,1,1,22,18,1,1
466,2,0,6,12,0,0,19,5,1,0
241,3,1,8,5,1,0,28,58,0,0
166,4,1,4,7,0,1,37,82,1,1
480,1,1,8,23,0,1,43,60,1,1
104,3,3,9,14,0,0,35,69,1,1
401,1,3,1,13,0,1,48,65,1,1
207,2,0,10,19,0,1,26,41,1,1
58,2,2,4,6,1,1,14,37,0,0
493,2,2,9,7,0,0,31,73,1,1
391,2,0,7,18,0,1,18,68,0,1
230,3,1,8,25,1,1,20,22,0,0
114,3,1,2,6,1,1,33,82,0,1
166,2,2,9,25,1,1,44,44,1,1
418,4,1,1,5,0,1,46,63,1,1
134,1,2,5,14,1,0,48,42,1,0
66,3,3,7,21,0,1,48,55,0,0
232,3,1,9,5,0,0,31,48,1,0
117,1,2,8,22,1,1,36,19,1,1
412,1,2,8,24,0,0,31,81,1,1
345,2,2,6,13,1,1,32,19,0,0
137,3,2,4,24,0,1,46,77,1,1
171,2,2,10,21,1,1,47,30,1,1
262,4,2,7,5,0,1,23,88,0,1
56,3,0,3,15,1,1,44,56,0,0
130,1,2,3,6,0,0,32,36,0,0
74,2,1,8,8,1,1,30,40,1,1
337,1,3,6,15,1,0,32,55,0,0
191,2,0,4,22,0,1,34,11,1,1
285,3,2,5,6,1,0,25,1,1,0
475,3,0,8,10,0,0,32,19,1,0
258,1,1,2,20,1,1,18,3,1,1
56,4,1,6,5,1,0,36,18,0,0
279,2,0,10,10,0,0,33,82,0,0
85,1,0,8,9,0,0,31,43,0,0
188,1,2,4,10,0,1,47,30,1,1
290,2,3,4,6,1,1,10,76,1,1
69,3,0,10,13,0,1,31,21,1,1
238,2,0,3,13,0,1,30,46,1,1
367,4,0,1,6,0,1,25,38,0,0
66,4,2,3,6,0,0,31,51,0,0
204,3,2,9,6,1,1,21,14,0,0
436,3,1,4,9,0,1,31,63,1,1
466,4,1,3,21,1,0,12,52,1,0
284,3,0,7,22,0,1,40,26,0,0
229,3,2,1,23,1,1,29,61,0,1
397,1,0,4,13,0,1,34,51,0,0
117,2,1,8,18,0,1,45,45,1,1
397,4,0,1,16,1,1,39,43,1,1
104,1,1,2,5,0,0,35,44,1,0
378,3,3,9,17,1,0,25,71,1,1
281,1,3,1,13,1,0,15,1,0,0
331,2,2,7,13,0,1,41,59,0,0
86,2,1,2,9,1,1,31,55,0,0
186,3,1,2,10,1,0,22,20,1,0
462,1,3,9,18,0,0,22,31,1,0
133,2,3,1,13,0,1,11,61,1,1
65,1,3,5,25,0,1,33,72,0,1
381,1,1,5,22,1,1,39,13,1,1
75,2,3,10,19,0,0,37,11,0,0
276,4,2,8,10,0,0,26,44,0,0
360,3,3,3,20,0,0,39,32,1,0
489,4,3,4,8,1,0,15,77,1,1
367,3,0,3,20,1,0,41,46,1,0
338,3,0,5,17,1,1,45,84,0,1
333,1,0,8,20,0,1,25,77,0,1
97,3,1,9,16,1,0,44,57,1,0
449,1,3,5,13,1,1,44,88,1,1
185,3,3,4,7,0,1,14,39,0,0
62,2,3,6,8,0,0,34,62,0,0
204,4,0,4,23,0,1,36,43,0,0
429,3,1,1,19,1,0,10,48,1,0
415,4,1,9,19,1,1,46,9,1,1
94,1,3,7,22,0,1,40,86,0,1
93,1,0,10,18,0,1,20,14,0,0
194,3,0,9,5,0,1,45,68,0,1
437,3,0,1,17,0,1,48,85,1,1
377,4,2,9,16,1,1,26,83,0,1
495,1,3,7,23,1,0,45,62,1,1
474,3,2,6,6,0,1,26,3,1,1
273,2,2,10,20,1,1,22,85,0,1
496,2,1,10,9,0,0,38,32,1,0
179,4,3,8,11,0,0,45,70,1,1
120,3,2,4,5,0,0,14,36,0,0
150,2,0,1,8,1,1,32,62,1,1
303,2,3,6,12,1,1,42,4,0,0
206,2,3,10,9,1,1,33,6,1,1
181,3,0,7,20,0,1,36,45,0,0
385,1,3,1,7,1,1,14,7,1,1
339,3,3,6,15,0,1,32,69,1,1
141,4,0,10,15,0,0,29,44,0,0
168,2,0,7,18,1,0,16,23,0,0
248,4,0,7,17,1,0,28,4,1,0
410,2,2,10,23,0,0,17,44,1,0
251,3,2,9,7,0,1,26,76,1,1
333,1,2,10,6,1,0,45,40,0,0
230,4,1,1,25,0,0,37,75,1,1
93,1,2,6,20,0,0,41,70,0,0
367,2,3,10,24,1,1,26,70,1,1
85,4,1,10,5,0,1,17,76,1,1
80,2,3,2,14,0,1,15,21,0,0
210,4,0,8,16,1,0,18,44,0,0
83,2,0,6,12,1,0,31,58,0,0
399,3,2,5,23,0,1,14,1,0,0
482,1,2,1,9,0,0,45,87,1,1
368,2,3,10,6,1,0,24,30,1,0
275,3,3,1,18,0,0,12,41,1,0
127,2,3,4,25,1,0,49,5,0,0
498,4,0,6,19,0,0,46,28,1,0
293,3,3,4,11,1,0,10,84,0,0
336,3,1,5,16,0,1,12,52,1,1
287,3,2,3,21,0,0,39,29,0,0
312,3,2,6,21,1,1,40,34,1,1
197,4,3,7,10,1,0,33,0,0,0
328,2,3,4,12,1,0,41,49,0,0
111,2,2,8,7,1,0,21,21,0,0
363,1,2,1,22,0,0,35,47,1,0
197,1,1,2,9,0,0,15,69,1,1
201,2,1,10,18,1,1,28,87,0,1
151,3,3,9,18,0,1,19,37,0,0
233,1,3,5,13,1,0,22,77,0,0
51,3,3,10,14,0,0,26,55,1,0
309,3,1,9,16,0,0,22,84,0,0
72,4,0,4,17,0,1,35,53,0,0
338,1,1,5,21,1,0,12,1,0,0
288,2,3,3,8,1,0,31,1,1,0
92,4,3,7,7,1,1,29,5,0,0
320,3,1,3,14,0,0,12,24,0,0
148,1,3,2,15,0,0,13,31,0,0
230,2,2,3,6,1,1,18,8,0,0
291,1,1,6,21,1,0,10,3,1,0
192,3,0,7,5,1,1,26,15,0,0
170,1,2,9,10,0,0,17,64,1,1
346,2,0,5,12,1,0,14,11,1,0
151,3,1,3,22,1,0,39,32,0,0
330,2,0,1,19,0,1,12,53,0,0
271,4,3,4,15,0,1,38,24,0,0
394,4,0,9,15,0,0,21,24,1,0
82,1,3,10,23,0,1,12,46,1,1
425,3,0,6,15,1,0,23,84,1,1
319,3,3,3,17,0,1,32,38,1,1
265,1,3,10,22,0,1,33,10,1,1
200,4,0,8,10,1,1,25,64,1,1
121,4,1,5,21,0,0,17,28,1,0
419,3,1,4,17,1,1,15,52,1,1
445,3,2,3,23,1,1,28,23,1,1
366,1,2,2,14,0,1,35,9,0,0
117,2,3,6,7,1,0,22,46,1,0
240,1,1,1,20,1,1,19,4,1,1
202,3,0,3,23,1,1,26,82,0,1
237,1,1,9,10,1,1,33,20,0,0
382,1,0,6,17,0,1,15,84,0,1
124,3,3,9,15,0,0,17,35,1,0
207,3,3,10,25,1,0,11,44,0,0
202,1,3,7,14,0,1,21,30,1,1
415,3,3,8,12,1,0,44,23,1,0
231,1,2,4,5,1,0,22,61,1,1
186,3,0,9,8,1,0,23,88,1,1
489,2,2,3,16,1,0,14,24,1,0
437,2,1,4,18,1,0,45,18,1,0
395,3,0,3,5,1,1,17,80,0,1
182,2,2,1,14,0,1,28,7,0,0
90,3,1,8,20,0,0,33,35,1,0
300,1,1,3,16,0,0,12,61,1,1
417,3,2,4,13,0,1,34,2,1,1
307,2,3,2,17,1,1,15,8,1,1
229,3,1,3,16,0,1,38,82,1,1
330,3,0,9,9,0,0,13,32,0,0
58,1,1,8,12,1,1,30,38,0,0
265,4,0,4,10,1,0,15,86,1,1
495,1,3,3,24,0,1,25,15,1,1
198,1,1,1,22,0,1,29,50,0,0
369,1,1,9,7,1,0,39,3,0,0
302,3,1,1,7,1,1,41,83,0,1
265,4,1,4,16,0,1,11,27,1,1
382,4,1,5,10,1,0,20,85,0,0
136,3,3,7,18,1,0,47,33,0,0
452,1,2,5,8,1,0,16,38,1,0
498,3,0,6,13,1,0,14,24,1,0
136,2,0,9,18,0,0,46,22,1,0
53,3,0,1,16,1,1,13,48,0,0
379,2,0,3,5,1,1,48,44,1,1
65,3,2,10,8,0,1,37,36,1,1
107,4,2,9,11,0,1,46,35,1,1
98,3,1,2,22,0,1,11,51,0,0
328,2,3,10,23,0,1,42,36,1,1
397,3,1,5,20,0,1,27,68,1,1
163,1,0,4,12,1,1,14,43,0,0
210,2,0,7,19,1,1,35,62,0,1
218,4,0,8,22,1,1,48,82,0,1
329,1,2,3,12,0,0,41,81,1,1
380,3,2,3,9,0,1,48,71,1,1
382,3,2,8,22,0,0,33,87,0,0
233,4,2,3,14,0,1,41,54,1,1
74,1,3,8,10,0,0,10,23,1,0
75,1,1,4,19,0,1,48,37,1,1
263,2,2,1,6,1,0,40,14,0,0
289,4,2,9,13,0,1,42,54,0,0
135,1,2,8,25,1,1,23,34,1,1
146,2,1,5,5,0,1,19,14,0,0
195,2,1,6,18,1,1,30,83,0,1
67,4,3,4,10,0,0,17,49,0,0
263,3,2,1,22,1,1,42,19,1,1
376,2,3,3,14,1,0,34,77,0,0
303,4,3,9,10,1,1,12,35,0,0
50,4,3,1,19,0,1,13,33,0,0
289,4,1,8,6,1,1,26,87,1,1
